fiveminute	AK	AL	AR	AZ	CA	CO	CT	DC	DE	FL	GA	HI	IA	ID	IL	IN	KS	KY	LA	MA	MD	ME	MI	MN	MO	MS	MT	NC	ND	NE	NH	NJ	NM	NV	NY	OH	OK	OR	PA	RI	SC	SD	TN	TX	UT	VA	VT	WA	WI	WV	WY
22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30658763314398313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45988144971597467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.0	0.0	0.0	0.0	0.0	0.21029703667816904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1599225867665592	0.0	0.0	0.0
28.0	0.0	0.0	0.0	0.0	0.6308911100345072	0.0	0.0	0.0	0.0	0.6211962085496476	0.9072630947046582	0.0	0.0	0.0	0.0	0.9178053316535456	0.0	0.0	0.0	0.0	0.0	0.0	0.8094413235984523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0152753821665752	0.0	0.0	1.584036104577246	0.0	0.0	1.7951696089069136	0.0	0.0	1.2701845556989688	0.0	1.2391107335953744	0.7291090214846555	0.0	0.8551323885423499	0.0	1.7398838801498389	0.0	0.0	0.0
29.0	12.304343843521558	3.110727592962539	2.712663493076435	2.288938855576351	2.7338614768161973	2.313216446506291	0.0	0.0	0.0	1.6565232227990605	1.7137191788865764	4.309375837186035	0.0	0.0	1.7863723864109875	3.0593511055118188	5.544188044998016	0.0	1.955716919102639	1.9560214163280243	2.209169992742027	0.0	1.517702481747098	2.230840288752531	1.1624068330923276	0.0	0.0	2.15338831036232	0.0	4.311448242411178	0.0	2.481784267518295	0.0	4.349510734411263	4.036737169729111	2.771948744935238	1.8349489622052941	7.43713123690007	1.802008471633566	0.0	2.963763963297594	0.0	1.8586661003930613	2.1489529054284584	2.101364941597815	2.0767500864599926	0.0	23.923403352060284	0.0	0.0	0.0
30.0	0.0	1.2442910371850155	0.0	1.2207673896407205	0.7360396283735916	0.0	0.0	0.0	0.0	0.8800279621120008	0.0	0.0	1.9517361669072724	0.0	1.0873571047719055	1.5296755527559094	0.0	0.0	0.0	0.9027791152283189	0.0	0.0	1.315342150847485	1.3013235017723097	0.0	2.0101000828831266	0.0	1.025423004934438	0.0	3.233586181808383	0.0	1.0152753821665752	0.0	0.0	1.8906237377212292	0.7796105845130358	0.0	2.0516224101793297	0.6267855553508056	0.0	0.0	0.0	0.0	0.8442314985611801	0.0	0.0	0.0	7.249516167290995	0.0	0.0	0.0
31.0	0.0	1.8664365557775233	0.0	0.0	0.3154455550172536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8203384039475504	0.0	0.0	0.0	0.0	0.0	0.0	1.0219587771466103	0.6063637879545833	0.0	1.5387168076344973	0.0	0.0	0.0	0.0	0.0	0.6523607034336392	0.0	0.0	0.0	2.3198451735331185	0.0	0.0	0.0
32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5620773274306357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4604899083060982	0.0	0.0	0.0	1.449903233458199	0.0	0.0	0.0
33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4087835108586441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8699419400749194	0.0	0.0	0.0
35.0	0.0	0.0	0.0	1.8311510844610808	0.3680198141867958	0.0	0.0	0.0	0.0	0.6211962085496476	1.3104911367956174	0.0	0.0	0.0	0.7766836462656468	0.9178053316535456	0.0	0.0	0.0	1.0532423010997054	0.0	0.0	0.7082611581486458	1.1154201443762655	0.0	0.0	0.0	0.8203384039475504	0.0	0.0	0.0	0.0	0.0	0.0	1.7373299211492377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0842218918959525	0.7291090214846555	0.0	1.0994559281258784	0.0	1.1599225867665592	0.0	0.0	0.0
36.0	0.0	0.0	0.0	0.0	0.6571782396192782	1.1566082232531456	1.9496722740169683	0.0	0.0	0.9835606635369422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3038112794017593	2.4074109739421834	0.0	5.266357305791789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.379644349147924	0.7796105845130358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1850551991171794	0.0	0.8551323885423499	0.0	1.7398838801498389	0.0	0.0	0.0
37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4660101877593881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49886406733160643	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2686191131785573	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39.0	0.0	1.4516728767158513	0.0	2.594130702986531	1.39321786799287	0.0	1.9496722740169683	0.0	0.0	1.0353270142494129	1.3104911367956174	0.0	2.2770255280584846	0.0	1.16502546939847	1.2237404422047276	0.0	0.0	0.0	4.814821947884367	0.0	6.7710308217323005	1.8212429780965178	1.1154201443762655	0.0	0.0	0.0	0.6152538029606628	0.0	0.0	0.0	1.2408921337591474	0.0	0.0	2.7081907594385175	0.8662339827922619	0.0	0.0	1.4886156939581634	0.0	0.0	0.0	0.0	1.1512247707652457	0.0	1.0994559281258784	0.0	2.0298645268414788	1.2224089209307492	0.0	0.0
40.0	0.0	0.0	0.0	0.0	0.604603980449736	0.0	0.0	0.0	0.0	0.4141308056997651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0532423010997054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0730567160039408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6907348624591474	0.0	0.0	0.0	1.0149322634207394	0.0	0.0	0.0
41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38374159025508187	0.0	0.0	0.0	0.0	0.0	0.0	0.0
